iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.9234982518588795,2.920249518226175,0.09696691176470588,25.30528211593628,False,,,1,ba71d50c,671d9feae5544c5e8a9abf246f2cb400,2023-01-30_13-43-17,1675086197,25.30528211593628,4876,ML-RefVm-847530,10.0.0.15,25.30528211593628,0,1,0.0058863162994384766
0,2.939278102388569,2.976449728012085,0.06387867647058823,24.487975597381592,False,0,0,1,ba71d50c,671d9feae5544c5e8a9abf246f2cb400,2023-01-30_13-46-10,1675086370,49.79325771331787,8961,ML-RefVm-847530,10.0.0.15,24.487975597381592,0,1,0.014234304428100586
1,2.6462318429759906,2.4448030696195713,0.12867647058823528,24.368639707565308,False,0,0,2,ba71d50c,671d9feae5544c5e8a9abf246f2cb400,2023-01-30_13-46-34,1675086394,74.16189742088318,8961,ML-RefVm-847530,10.0.0.15,48.8566153049469,0,2,0.014234304428100586
2,2.1289484454136267,1.8463447514702291,0.4273897058823529,24.272312879562378,False,0,0,3,ba71d50c,671d9feae5544c5e8a9abf246f2cb400,2023-01-30_13-46-58,1675086418,98.43421030044556,8961,ML-RefVm-847530,10.0.0.15,73.12892818450928,0,3,0.014234304428100586
