iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8989703888986624,2.9302190331851734,0.0818014705882353,52.627689361572266,False,,,1,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-45-17,1675086317,52.627689361572266,4800,ML-RefVm-847530,10.0.0.15,52.627689361572266,0,1,0.0033702850341796875
0,2.859478945825614,2.722469722523409,0.0974264705882353,50.791213274002075,False,0,0,1,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-48-45,1675086525,103.41890263557434,8959,ML-RefVm-847530,10.0.0.15,50.791213274002075,0,1,0.009943008422851562
1,2.472650920643526,2.3743748103871063,0.15349264705882354,43.44598412513733,False,0,0,2,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-49-29,1675086569,146.86488676071167,8959,ML-RefVm-847530,10.0.0.15,94.2371973991394,0,2,0.009943008422851562
2,1.8437148706585753,1.4008009924608118,0.5785845588235294,40.449063777923584,False,0,0,3,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-50-09,1675086609,187.31395053863525,8959,ML-RefVm-847530,10.0.0.15,134.686261177063,0,3,0.009943008422851562
0,2.899475294000962,2.919200336231905,0.08731617647058823,50.1208336353302,False,0,0,1,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-51-38,1675086698,237.43478417396545,14095,ML-RefVm-847530,10.0.0.15,50.1208336353302,0,1,0.00726628303527832
1,2.602905507181205,2.600502799539005,0.13924632352941177,45.13482427597046,False,0,0,2,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-52-24,1675086744,282.5696084499359,14095,ML-RefVm-847530,10.0.0.15,95.25565791130066,0,2,0.00726628303527832
2,2.0277445503309663,1.8288105235380285,0.3869485294117647,38.92684817314148,False,0,0,3,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-53-02,1675086782,321.4964566230774,14095,ML-RefVm-847530,10.0.0.15,134.18250608444214,0,3,0.00726628303527832
3,1.3137360822920705,1.0801471752278946,0.6470588235294118,43.631322145462036,False,0,0,4,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-53-46,1675086826,365.12777876853943,14095,ML-RefVm-847530,10.0.0.15,177.81382822990417,0,4,0.00726628303527832
4,0.73022653483877,0.6690790758413427,0.7789522058823529,35.05645513534546,False,0,0,5,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-54-21,1675086861,400.1842339038849,14095,ML-RefVm-847530,10.0.0.15,212.87028336524963,0,5,0.00726628303527832
5,0.4550583263238271,0.6574407991241006,0.8125,43.182339668273926,False,0,0,6,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-55-04,1675086904,443.3665735721588,14095,ML-RefVm-847530,10.0.0.15,256.05262303352356,0,6,0.00726628303527832
6,0.3592851445371029,0.4738125047262977,0.8846507352941176,43.97860836982727,False,0,0,7,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-55-48,1675086948,487.3451819419861,14095,ML-RefVm-847530,10.0.0.15,300.03123140335083,0,7,0.00726628303527832
7,0.19536814152025708,0.3491922976339565,0.9177389705882353,43.09799098968506,False,0,0,8,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-56-31,1675086991,530.4431729316711,14095,ML-RefVm-847530,10.0.0.15,343.1292223930359,0,8,0.00726628303527832
8,0.14434516429901123,0.39862314830808077,0.9103860294117647,40.41077470779419,False,0,0,9,09ad86ee,9e4efc2f61504077b713ec221daa35a1,2023-01-30_13-57-12,1675087032,570.8539476394653,14095,ML-RefVm-847530,10.0.0.15,383.5399971008301,0,9,0.00726628303527832
