iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8922971931158328,2.893593900343951,0.08134191176470588,30.938631772994995,False,,,1,ad902e4e,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-43-26,1675075406,30.938631772994995,58167,ML-RefVm-847530,10.0.0.15,30.938631772994995,0,1,0.00518798828125
0,2.894103260601268,2.9646145315731274,0.0859375,29.929178476333618,False,0,0,1,ad902e4e,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-46-33,1675075593,60.86781024932861,61722,ML-RefVm-847530,10.0.0.15,29.929178476333618,0,1,0.010331153869628906
1,2.5432542211869182,2.3020905747133145,0.18979779411764705,28.246838808059692,False,0,0,2,ad902e4e,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-47-02,1675075622,89.1146490573883,61722,ML-RefVm-847530,10.0.0.15,58.17601728439331,0,2,0.010331153869628906
2,1.7664642357358746,1.5331135216881246,0.5569852941176471,27.61596441268921,False,0,0,3,ad902e4e,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-47-29,1675075649,116.73061347007751,61722,ML-RefVm-847530,10.0.0.15,85.79198169708252,0,3,0.010331153869628906
