iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.918648724462472,2.8955448515274944,0.08134191176470588,12.798790454864502,False,,,1,adf9fc95,3aa01e8df1b441498bfd13c6aaa16a1d,2023-01-30_09-29-38,1675070978,12.798790454864502,19572,ML-RefVm-847530,10.0.0.15,12.798790454864502,0,1,0.005952596664428711
0,2.888282565509572,2.8135106844060562,0.1015625,17.76664662361145,False,0,0,1,adf9fc95,3aa01e8df1b441498bfd13c6aaa16a1d,2023-01-30_09-33-17,1675071197,30.565437078475952,23262,ML-RefVm-847530,10.0.0.15,17.76664662361145,0,1,0.012306690216064453
1,2.509476254968082,2.4589734638438507,0.1254595588235294,12.428378820419312,False,0,0,2,adf9fc95,3aa01e8df1b441498bfd13c6aaa16a1d,2023-01-30_09-33-30,1675071210,42.993815898895264,23262,ML-RefVm-847530,10.0.0.15,30.19502544403076,0,2,0.012306690216064453
2,2.314274778553084,2.322172052720014,0.19209558823529413,12.577414274215698,False,0,0,3,adf9fc95,3aa01e8df1b441498bfd13c6aaa16a1d,2023-01-30_09-33-42,1675071222,55.57123017311096,23262,ML-RefVm-847530,10.0.0.15,42.77243971824646,0,3,0.012306690216064453
