iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8923759320202995,2.7186275790719425,0.11443014705882353,14.304972648620605,False,,,1,0656f61b,633f2f7524324605afec8ab5c5e6abca,2023-01-31_07-44-32,1675151072,14.304972648620605,2495,ML-RefVm-847530,10.0.0.15,14.304972648620605,0,1,0.0049037933349609375
0,2.8842792791478775,2.832238940631642,0.11902573529411764,15.318916082382202,False,0,0,1,0656f61b,633f2f7524324605afec8ab5c5e6abca,2023-01-31_07-46-31,1675151191,29.623888731002808,5002,ML-RefVm-847530,10.0.0.15,15.318916082382202,0,1,0.01188802719116211
1,2.4178636167563643,2.3446981766644646,0.2265625,12.246478080749512,False,0,0,2,0656f61b,633f2f7524324605afec8ab5c5e6abca,2023-01-31_07-46-43,1675151203,41.87036681175232,5002,ML-RefVm-847530,10.0.0.15,27.565394163131714,0,2,0.01188802719116211
2,2.0928657639260386,2.3066330797532024,0.34880514705882354,11.834733247756958,False,0,0,3,0656f61b,633f2f7524324605afec8ab5c5e6abca,2023-01-31_07-46-55,1675151215,53.70510005950928,5002,ML-RefVm-847530,10.0.0.15,39.40012741088867,0,3,0.01188802719116211
