iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.9104968286028097,2.8945608559776757,0.09375,17.280648708343506,False,,,1,7aa7ddf1,30cd20598a2d4f7ea9a85c8fd83a6f38,2023-01-30_08-55-00,1675068900,17.280648708343506,2411,ML-RefVm-847530,10.0.0.15,17.280648708343506,0,1,0.006369352340698242
0,2.9029936089235195,2.9584449880263386,0.07904411764705882,14.347346782684326,False,0,0,1,7aa7ddf1,30cd20598a2d4f7ea9a85c8fd83a6f38,2023-01-30_08-57-35,1675069055,31.627995491027832,2415,ML-RefVm-847530,10.0.0.15,14.347346782684326,0,1,0.004799365997314453
1,2.67407675817901,2.4622572590323055,0.19852941176470587,13.096539497375488,False,0,0,2,7aa7ddf1,30cd20598a2d4f7ea9a85c8fd83a6f38,2023-01-30_08-57-48,1675069068,44.72453498840332,2415,ML-RefVm-847530,10.0.0.15,27.443886280059814,0,2,0.004799365997314453
2,2.107033037671856,1.8253773380728329,0.42371323529411764,12.987297773361206,False,0,0,3,7aa7ddf1,30cd20598a2d4f7ea9a85c8fd83a6f38,2023-01-30_08-58-01,1675069081,57.711832761764526,2415,ML-RefVm-847530,10.0.0.15,40.43118405342102,0,3,0.004799365997314453
