iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
14,0.02485737357946003,0.44933848784250374,0.9085477941176471,59.362565755844116,False,0,0,15,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-17-46,1675019866,1454.727608203888,50539,ML-RefVm-847530,10.0.0.15,1072.632232427597,0,15,0.01656937599182129
15,0.0673668273523742,0.22938554339549122,0.9384191176470589,59.937944412231445,False,0,0,16,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-18-46,1675019926,1514.6655526161194,50539,ML-RefVm-847530,10.0.0.15,1132.5701768398285,0,16,0.01656937599182129
16,0.02058558454097924,0.1709595754304353,0.9554227941176471,59.672038555145264,False,0,0,17,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-19-46,1675019986,1574.3375911712646,50539,ML-RefVm-847530,10.0.0.15,1192.2422153949738,0,17,0.01656937599182129
17,0.009740982145326687,0.1612777971826932,0.9613970588235294,59.56489038467407,False,0,0,18,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-20-46,1675020046,1633.9024815559387,50539,ML-RefVm-847530,10.0.0.15,1251.8071057796478,0,18,0.01656937599182129
18,0.006607884367672252,0.14343328993110097,0.9641544117647058,59.44237971305847,False,0,0,19,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-21-45,1675020105,1693.3448612689972,50539,ML-RefVm-847530,10.0.0.15,1311.2494854927063,0,19,0.01656937599182129
19,0.0028945666842856536,0.14564968218259952,0.9650735294117647,58.124619483947754,False,0,0,20,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-22-43,1675020163,1751.469480752945,50539,ML-RefVm-847530,10.0.0.15,1369.374104976654,0,20,0.01656937599182129
20,0.002076252578191605,0.14550078791730545,0.9650735294117647,57.88778281211853,False,0,0,21,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-23-41,1675020221,1809.3572635650635,50539,ML-RefVm-847530,10.0.0.15,1427.2618877887726,0,21,0.01656937599182129
21,0.00218980104603129,0.14932367687716203,0.9641544117647058,58.49789476394653,False,0,0,22,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-24-39,1675020279,1867.85515832901,50539,ML-RefVm-847530,10.0.0.15,1485.7597825527191,0,22,0.01656937599182129
22,0.0016309316133094184,0.1601660667973406,0.9636948529411765,58.219656467437744,False,0,0,23,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-25-38,1675020338,1926.0748147964478,50539,ML-RefVm-847530,10.0.0.15,1543.9794390201569,0,23,0.01656937599182129
23,0.0012811757384470718,0.16732968713211663,0.9641544117647058,58.39603304862976,False,0,0,24,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-26-36,1675020396,1984.4708478450775,50539,ML-RefVm-847530,10.0.0.15,1602.3754720687866,0,24,0.01656937599182129
24,0.006027211246820276,0.17301921962815173,0.9623161764705882,57.9707465171814,False,0,0,25,4d511e4c,a8ee5a0ca37e40c9847ab6356ebb74c3,2023-01-29_19-27-34,1675020454,2042.441594362259,50539,ML-RefVm-847530,10.0.0.15,1660.346218585968,0,25,0.01656937599182129
