iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.910000857184915,2.887340223087984,0.07766544117647059,54.19222640991211,False,,,1,06efbeed,9d5f38e60a774bd5ac76c02d78b1753e,2023-01-30_09-31-22,1675071082,54.19222640991211,19498,ML-RefVm-847530,10.0.0.15,54.19222640991211,0,1,0.0035915374755859375
0,2.9027064921809176,2.763732433319092,0.10018382352941177,53.201294898986816,False,0,0,1,06efbeed,9d5f38e60a774bd5ac76c02d78b1753e,2023-01-30_09-35-47,1675071347,107.39352130889893,23262,ML-RefVm-847530,10.0.0.15,53.201294898986816,0,1,0.012306690216064453
1,2.610014041264852,2.392166586483226,0.18382352941176472,48.275476932525635,False,0,0,2,06efbeed,9d5f38e60a774bd5ac76c02d78b1753e,2023-01-30_09-36-35,1675071395,155.66899824142456,23262,ML-RefVm-847530,10.0.0.15,101.47677183151245,0,2,0.012306690216064453
2,1.8958018223444622,1.4780112014097326,0.5859375,42.190253496170044,False,0,0,3,06efbeed,9d5f38e60a774bd5ac76c02d78b1753e,2023-01-30_09-37-17,1675071437,197.8592517375946,23262,ML-RefVm-847530,10.0.0.15,143.6670253276825,0,3,0.012306690216064453
