iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.859670363220514,2.786424061831306,0.10110294117647059,25.478668928146362,False,,,1,87d1442c,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-44-32,1675075472,25.478668928146362,58167,ML-RefVm-847530,10.0.0.15,25.478668928146362,0,1,0.00518798828125
0,2.9090916502709483,2.905677556991577,0.0974264705882353,35.33767485618591,False,0,0,1,87d1442c,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-48-05,1675075685,60.816343784332275,61722,ML-RefVm-847530,10.0.0.15,35.33767485618591,0,1,0.010331153869628906
1,2.4899353279786953,2.5952302988837745,0.1636029411764706,33.539905309677124,False,0,0,2,87d1442c,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-48-38,1675075718,94.3562490940094,61722,ML-RefVm-847530,10.0.0.15,68.87758016586304,0,2,0.010331153869628906
2,1.8944541122399123,1.6209133863449097,0.4453125,23.62639331817627,False,0,0,3,87d1442c,a2488a560e2e4a5c953f0254c9db6f3f,2023-01-30_10-49-02,1675075742,117.98264241218567,61722,ML-RefVm-847530,10.0.0.15,92.5039734840393,0,3,0.010331153869628906
