iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.858466527041267,2.776587317971622,0.09237132352941177,32.7902090549469,False,,,1,3f358bc2,b49dfbc8d72d427ea34e92e24b76509b,2023-01-30_08-56-58,1675069018,32.7902090549469,2413,ML-RefVm-847530,10.0.0.15,32.7902090549469,0,1,0.005101919174194336
0,2.9209204234328925,2.9587446100571575,0.09099264705882353,35.799684286117554,False,0,0,1,3f358bc2,b49dfbc8d72d427ea34e92e24b76509b,2023-01-30_08-59-37,1675069177,68.58989334106445,5546,ML-RefVm-847530,10.0.0.15,35.799684286117554,0,1,0.010217666625976562
1,2.6192953446332146,2.427278560750625,0.12775735294117646,31.690157890319824,False,0,0,2,3f358bc2,b49dfbc8d72d427ea34e92e24b76509b,2023-01-30_09-00-08,1675069208,100.28005123138428,5546,ML-RefVm-847530,10.0.0.15,67.48984217643738,0,2,0.010217666625976562
2,1.9161428002750172,1.7482878741096048,0.4572610294117647,27.40161943435669,False,0,0,3,3f358bc2,b49dfbc8d72d427ea34e92e24b76509b,2023-01-30_09-00-36,1675069236,127.68167066574097,5546,ML-RefVm-847530,10.0.0.15,94.89146161079407,0,3,0.010217666625976562
