iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.830899121714573,2.5844498241648957,0.11764705882352941,79.80338287353516,False,,,1,bee9056c,bf407c57e7394489b2a7c7bd49670f6b,2023-01-30_14-17-03,1675088223,79.80338287353516,26241,ML-RefVm-847530,10.0.0.15,79.80338287353516,0,1,0.00485682487487793
0,2.9104682277230656,2.897202828351189,0.10202205882352941,80.65528607368469,False,0,0,1,bee9056c,bf407c57e7394489b2a7c7bd49670f6b,2023-01-30_14-23-35,1675088615,160.45866894721985,32459,ML-RefVm-847530,10.0.0.15,80.65528607368469,0,1,0.00948023796081543
1,2.6229108922621784,2.5974473111769734,0.15854779411764705,77.19724917411804,False,0,0,2,bee9056c,bf407c57e7394489b2a7c7bd49670f6b,2023-01-30_14-24-52,1675088692,237.6559181213379,32459,ML-RefVm-847530,10.0.0.15,157.85253524780273,0,2,0.00948023796081543
2,2.3150354974410114,2.128803891294143,0.27941176470588236,77.13243842124939,False,0,0,3,bee9056c,bf407c57e7394489b2a7c7bd49670f6b,2023-01-30_14-26-09,1675088769,314.7883565425873,32459,ML-RefVm-847530,10.0.0.15,234.98497366905212,0,3,0.00948023796081543
