iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.9083133398317824,2.9611449802623078,0.07582720588235294,42.78678321838379,False,,,1,d481e93e,b49dfbc8d72d427ea34e92e24b76509b,2023-01-30_08-56-10,1675068970,42.78678321838379,2413,ML-RefVm-847530,10.0.0.15,42.78678321838379,0,1,0.005101919174194336
